Age,DistanceFromHome,JobLevel,MonthlyIncome,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,OverTime,Attrition
33,5,3,7119,15,9,3,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,0,0
35,4,3,9582,22,9,8,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Single,1,1
33,29,2,4508,22,14,13,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Single,0,1
28,15,1,2207,16,4,4,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,0,0
34,3,2,7756,17,7,6,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Single,0,0
37,10,2,6694,14,8,1,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Divorced,1,0
25,4,1,3691,15,7,7,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Married,1,1
26,21,1,2377,20,1,1,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,0,1
33,25,1,2313,20,5,2,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,1,1
42,2,4,17665,17,23,22,Travel_Rarely,Research & Development,Medical,Male,Manager,Married,0,0
28,1,1,2596,15,1,1,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Divorced,0,1
50,1,2,4728,14,5,0,Travel_Frequently,Sales,Other,Male,Sales Executive,Single,1,1
33,7,2,4302,17,4,3,Travel_Frequently,Sales,Life Sciences,Female,Sales Executive,Married,0,0
34,3,1,2979,17,6,0,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Married,0,0
48,1,4,16885,22,27,5,Non-Travel,Research & Development,Medical,Male,Manager,Single,0,0
45,9,2,5593,13,15,15,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Married,0,0
52,7,3,10445,19,18,8,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,0,0
38,10,3,8740,14,9,8,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,1,0
29,28,1,2514,22,11,7,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,0,0
28,3,3,7655,17,10,9,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,0,0
46,3,4,17465,12,23,12,Travel_Rarely,Sales,Marketing,Male,Manager,Married,0,0
38,2,3,7351,16,10,1,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,0,0
43,27,3,10820,11,18,8,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Married,0,0
39,2,4,12169,11,21,18,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,0,1
40,14,5,19626,14,21,20,Travel_Rarely,Research & Development,Medical,Male,Research Director,Single,0,0
21,1,1,2070,11,2,2,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Single,1,0
39,9,2,6782,15,9,5,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Single,0,0
36,18,2,7779,20,18,11,Non-Travel,Research & Development,Life Sciences,Male,Manufacturing Director,Single,0,0
31,20,1,2791,12,3,2,Travel_Frequently,Sales,Life Sciences,Male,Sales Representative,Married,0,0
28,2,1,3201,17,6,5,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,0,0
35,11,2,4968,11,5,5,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Divorced,0,0
49,8,4,13120,17,22,9,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,0,0
34,2,2,4033,11,5,3,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Single,0,0
29,10,1,3291,14,8,7,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Divorced,0,0
42,29,2,4272,19,16,1,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,0,0
29,8,2,5056,15,10,10,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,1,0
38,1,1,2844,13,7,7,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,0,0
28,6,1,2703,14,3,3,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Divorced,1,0
18,8,1,1904,12,0,0,Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Single,0,1
33,9,2,8224,17,6,5,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,1,1
41,12,1,4766,11,6,1,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,1,0
31,15,1,2610,12,2,2,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Married,0,1
37,25,2,5731,13,9,6,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Divorced,0,0
27,6,1,2539,13,4,4,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,0,0
34,9,2,5714,20,6,6,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,0,0
35,8,1,4323,17,6,5,Travel_Rarely,Human Resources,Technical Degree,Male,Human Resources,Single,0,0
29,23,3,7336,13,11,11,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,0,1
40,9,3,13499,17,20,18,Travel_Frequently,Research & Development,Medical,Female,Research Director,Single,0,0
42,12,4,13758,12,22,21,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Single,1,1
42,4,2,5155,13,9,6,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,0,0
35,1,1,2258,12,10,8,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,0,0
24,24,1,3597,22,6,4,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,0,0
28,12,1,2515,11,1,1,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,1,1
26,3,1,4420,22,8,8,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,0,0
30,10,2,6578,18,10,10,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,0,0
40,26,2,4422,13,16,1,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Married,1,0
35,2,3,10274,18,15,7,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,0,0
34,1,2,5343,20,14,13,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Single,0,0
35,4,1,2376,13,2,2,Travel_Frequently,Research & Development,Other,Male,Laboratory Technician,Married,0,0
43,9,2,5346,13,7,4,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,0,1
32,2,1,2827,12,1,1,Non-Travel,Sales,Life Sciences,Female,Sales Representative,Divorced,0,0
56,4,5,19943,13,28,5,Travel_Rarely,Research & Development,Technical Degree,Female,Manager,Divorced,0,0
29,6,1,3131,13,10,10,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,0,0
19,9,1,2552,25,1,1,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,0,0
45,7,1,4477,19,7,3,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,1,0
37,1,2,6474,13,14,14,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,0,0
20,3,1,3033,12,2,2,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,0,0
44,10,1,2936,11,6,6,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,1,1
53,7,5,18606,18,26,7,Travel_Rarely,Research & Development,Medical,Female,Manager,Divorced,0,0
29,15,1,2168,18,6,5,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,1,0
22,3,1,2853,11,1,0,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married,1,1
46,2,4,17048,23,28,26,Travel_Rarely,Sales,Marketing,Female,Manager,Married,0,0
44,17,1,2290,13,6,0,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Single,0,0
33,2,1,3600,13,5,5,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,0,0
41,5,1,2107,17,5,1,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Divorced,0,1
30,29,2,4115,19,8,4,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,0,0
40,2,2,4327,12,5,0,Travel_Frequently,Sales,Medical,Male,Sales Executive,Married,0,0
50,2,4,17856,22,32,2,Travel_Frequently,Research & Development,Medical,Female,Manager,Married,0,0
28,19,1,3196,12,6,6,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,0,0
46,15,5,19081,11,25,4,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,0,0
35,17,2,8966,15,15,7,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,1,0
24,17,1,2210,13,1,1,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,0,1
33,25,2,4539,12,10,10,Travel_Frequently,Sales,Medical,Female,Sales Executive,Married,0,0
36,6,1,2741,14,7,7,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,0,0
30,7,2,3491,13,10,10,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,0,0
44,29,2,4541,25,20,20,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Single,0,0
20,21,1,2678,17,2,2,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Single,0,0
46,2,2,7379,11,12,6,Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Divorced,0,0
42,2,2,6272,16,10,4,Non-Travel,Human Resources,Medical,Male,Human Resources,Married,0,0
60,7,2,5220,18,12,11,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,1,0
32,13,1,2743,20,2,2,Travel_Frequently,Research & Development,Other,Female,Laboratory Technician,Married,0,0
32,2,2,4998,14,10,8,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Single,1,0
36,1,3,10252,21,17,7,Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,Divorced,1,0
33,9,1,2781,13,15,14,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,0,0
40,10,2,6852,12,7,5,Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,Divorced,0,0
25,10,2,4950,14,5,4,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,0,0
30,1,1,3579,21,12,11,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,1,0
42,26,3,13191,17,20,1,Travel_Frequently,Research & Development,Medical,Female,Research Director,Married,1,0
35,8,3,10377,11,16,13,Non-Travel,Sales,Marketing,Female,Sales Executive,Married,1,0
27,14,1,2235,14,9,9,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,1,0
54,1,3,10502,17,33,5,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,0,0
44,2,1,2011,13,10,10,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,0,0
19,10,1,1859,25,1,1,Non-Travel,Research & Development,Medical,Female,Research Scientist,Single,1,1
29,1,1,3760,15,3,3,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,0,0
54,3,4,17779,14,36,10,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,0,0
31,11,2,6833,12,6,6,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,1,0
31,24,2,6812,19,10,10,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,0,0
59,3,2,5171,17,13,6,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,0,0
43,3,5,19740,14,25,8,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,0,0
49,4,5,18711,13,23,1,Travel_Rarely,Research & Development,Medical,Male,Manager,Married,0,0
36,3,1,3692,12,12,11,Travel_Frequently,Research & Development,Technical Degree,Male,Research Scientist,Married,0,0
48,2,1,2559,11,7,1,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Single,0,0
27,4,1,2517,11,5,5,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,0,0
29,7,2,6623,11,6,6,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,1,0
48,1,5,18265,12,25,1,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Single,0,0
29,1,4,16124,14,9,7,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Divorced,0,0
34,20,1,2585,17,2,1,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Married,0,0
44,5,5,18213,11,26,22,Travel_Rarely,Sales,Marketing,Male,Manager,Married,0,0
33,10,3,8380,14,10,9,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,1,0
19,25,1,2994,12,1,1,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,1,0
23,1,1,1223,22,1,1,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,0,0
25,24,1,1118,14,1,1,Travel_Frequently,Sales,Life Sciences,Male,Sales Representative,Single,1,1
26,4,1,2875,20,8,8,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,1,0
45,2,5,18824,16,26,24,Travel_Rarely,Sales,Marketing,Female,Manager,Single,1,1
55,8,4,13577,15,34,33,Non-Travel,Research & Development,Medical,Male,Healthcare Representative,Divorced,1,0
21,10,1,2625,20,2,2,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Single,0,1
46,4,5,18789,14,26,11,Travel_Rarely,Sales,Marketing,Female,Manager,Married,0,0
34,2,2,4538,12,4,3,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,1,0
51,9,5,19847,24,31,29,Travel_Frequently,Sales,Life Sciences,Male,Manager,Divorced,1,0
59,18,3,10512,12,25,9,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Single,0,0
34,19,2,4444,13,15,11,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Divorced,0,0
28,1,1,2154,11,5,4,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Single,1,0
44,4,5,19190,14,26,25,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Divorced,0,0
34,11,2,4490,11,14,10,Travel_Frequently,Human Resources,Life Sciences,Male,Human Resources,Married,0,0
35,6,1,3506,14,4,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,1,0
42,7,2,2372,16,18,1,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,1,0
43,4,3,10231,14,23,21,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,0,0
36,2,2,5410,11,18,16,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,1,0
44,15,3,7978,11,10,10,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,0,1
28,2,1,3867,12,2,2,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,1,0
51,6,1,2838,14,8,7,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single,0,0
30,9,2,4695,18,10,8,Non-Travel,Research & Development,Medical,Female,Manufacturing Director,Single,1,0
29,7,1,3339,13,10,7,Travel_Rarely,Research & Development,Technical Degree,Female,Laboratory Technician,Divorced,1,1
28,1,1,2080,11,5,3,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Single,0,0
25,1,1,2096,18,2,2,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,0,0
32,8,2,6209,15,10,10,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,0,0
45,25,5,18061,22,22,0,Travel_Frequently,Research & Development,Medical,Female,Manager,Single,0,0
39,13,4,17123,13,21,19,Travel_Rarely,Research & Development,Medical,Female,Manager,Divorced,1,0
58,23,1,2372,12,2,2,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,0,0
32,7,2,4883,18,10,10,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,0,1
39,23,1,3904,13,6,5,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,0,1
30,6,2,4627,12,10,9,Travel_Rarely,Research & Development,Technical Degree,Female,Laboratory Technician,Married,0,0
36,10,3,7094,12,10,7,Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Married,0,0
46,1,1,3423,12,10,7,Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Single,0,0
28,1,2,6674,11,10,9,Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Married,0,0
50,28,4,16880,11,25,3,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Married,1,0
40,25,3,9094,12,9,5,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,1,1
52,5,3,8446,19,10,8,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,1,1
30,17,3,11916,23,9,9,Travel_Rarely,Research & Development,Medical,Female,Manager,Married,1,0
39,18,2,4534,11,9,8,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Single,0,0
31,2,3,9852,19,10,10,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Divorced,1,0
41,10,2,6151,13,19,19,Non-Travel,Sales,Medical,Male,Sales Executive,Single,0,0
31,1,1,2302,11,3,3,Travel_Frequently,Sales,Life Sciences,Female,Sales Representative,Single,1,1
44,3,1,2362,12,10,3,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,0,1
42,2,4,17861,13,21,20,Non-Travel,Research & Development,Life Sciences,Male,Manager,Married,1,0
55,2,5,19187,14,23,19,Travel_Rarely,Research & Development,Medical,Female,Manager,Married,0,0
56,8,5,19717,14,36,7,Travel_Rarely,Human Resources,Life Sciences,Male,Manager,Single,0,0
40,16,1,3544,16,6,4,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Divorced,0,0
34,9,3,8500,11,10,9,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,0,0
40,2,2,4661,13,9,9,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,0,0
41,1,2,4103,17,10,9,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Divorced,0,0
35,4,2,4249,11,9,9,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Single,1,0
51,5,4,14026,11,33,33,Travel_Rarely,Human Resources,Life Sciences,Male,Manager,Divorced,1,0
38,2,2,6893,15,11,7,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Divorced,0,0
34,15,2,6125,12,10,10,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,0,0
25,19,1,3669,11,7,3,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,0,0
58,7,3,10008,14,31,10,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married,1,1
40,1,1,2387,22,7,4,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,0,0
36,7,2,4639,16,17,15,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,0,0
48,4,3,7898,11,11,10,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Single,0,0
27,11,1,2534,14,5,1,Travel_Rarely,Sales,Medical,Female,Sales Representative,Married,0,0
51,11,4,13142,16,29,5,Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,Single,0,0
18,1,1,1611,15,0,0,Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Single,0,0
35,1,2,5363,12,10,9,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,0,0
27,2,2,5071,20,8,6,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Single,0,0
55,13,4,13695,17,24,19,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,1,1
56,23,4,13402,12,33,19,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,1,0
34,26,1,2029,20,5,5,Non-Travel,Research & Development,Technical Degree,Female,Research Scientist,Divorced,0,0
40,2,2,6377,20,15,12,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Divorced,0,0
34,29,2,5429,13,10,8,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,0,0
31,2,1,2785,14,3,1,Travel_Frequently,Sales,Life Sciences,Female,Sales Representative,Single,0,1
35,18,2,4614,18,5,4,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,1,1
38,7,1,2610,11,4,4,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Divorced,0,0
34,2,2,6687,11,14,14,Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Single,0,0
28,26,2,4724,11,5,5,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,0,0
31,22,2,6179,15,10,10,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,1,1
39,21,2,6120,12,8,5,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,1,0
51,2,3,10596,11,14,4,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Married,0,0
41,22,2,5467,14,12,6,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Divorced,1,0
37,4,1,2996,15,8,6,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,1,0
33,5,2,9998,13,8,5,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,0,0
32,2,2,4078,13,4,3,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,1,0
39,25,3,10920,21,13,6,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Married,0,0
25,18,2,6232,11,6,3,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,0,0
52,28,4,13247,11,24,5,Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Married,1,0
43,6,2,4081,14,20,20,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,1,0
27,10,2,5769,11,6,6,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,1,0
27,17,1,2394,13,8,8,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,1,1
26,2,1,3904,12,5,4,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,0,0
42,10,4,16799,14,21,20,Travel_Rarely,Human Resources,Human Resources,Female,Manager,Married,0,0
52,8,1,2950,13,12,5,Travel_Rarely,Research & Development,Other,Female,Laboratory Technician,Married,0,0
37,11,1,3629,18,8,3,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single,0,0
35,18,3,9362,11,10,2,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Single,0,0
25,1,1,3229,11,7,3,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Married,0,0
26,7,1,3578,12,8,7,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Single,0,0
29,17,3,7988,13,10,10,Travel_Rarely,Human Resources,Other,Male,Human Resources,Single,0,0
49,28,2,4284,20,20,4,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Single,0,1
29,14,3,7553,12,9,8,Travel_Frequently,Research & Development,Other,Female,Healthcare Representative,Single,1,1
54,1,4,17328,19,29,20,Travel_Rarely,Research & Development,Medical,Female,Research Director,Single,0,0
58,1,5,19701,21,32,9,Travel_Rarely,Research & Development,Medical,Female,Research Director,Married,1,0
55,1,4,14732,13,31,7,Travel_Rarely,Research & Development,Medical,Male,Research Director,Divorced,0,0
36,3,2,9278,16,15,5,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,1,0
31,1,1,1359,12,1,1,Travel_Frequently,Sales,Life Sciences,Female,Sales Representative,Single,0,1
30,7,2,4779,14,8,3,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,0,0
31,8,4,16422,11,9,3,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Single,0,0
34,1,1,2996,14,10,4,Travel_Frequently,Research & Development,Other,Male,Research Scientist,Divorced,0,0
31,8,1,1261,12,1,1,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,0,1
27,11,1,2099,14,6,5,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,0,0
36,4,2,5810,16,10,10,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,0,0
36,16,2,5647,13,11,3,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,0,0
47,1,1,3420,12,17,6,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,0,0
25,9,1,4400,12,6,3,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Married,0,1
37,5,1,3500,14,7,6,Non-Travel,Research & Development,Technical Degree,Male,Laboratory Technician,Single,0,0
56,1,1,2066,22,5,3,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,0,0
47,2,4,17169,19,26,20,Travel_Rarely,Research & Development,Medical,Female,Research Director,Married,0,0
24,4,2,4162,12,5,5,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,1,0
32,7,2,9204,12,7,4,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,0,0
34,1,1,3294,17,7,5,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,0,0
41,5,1,2127,12,7,4,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,1,0
40,9,2,3975,11,11,8,Non-Travel,Research & Development,Other,Male,Laboratory Technician,Divorced,0,0
31,8,3,10793,18,13,13,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,0,0
46,9,3,10096,11,28,7,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,0,1
39,2,1,3646,23,11,1,Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Single,1,1
31,1,3,7446,11,10,10,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Single,0,1
45,20,3,10851,18,24,7,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Divorced,1,0
31,8,1,2109,18,8,3,Travel_Rarely,Human Resources,Medical,Female,Human Resources,Single,0,0
31,2,1,3722,13,7,2,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,1,1
45,29,3,9380,18,10,3,Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Married,1,0
48,7,2,5486,11,15,2,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,0,0
34,9,1,2742,15,2,2,Travel_Rarely,Human Resources,Technical Degree,Female,Human Resources,Married,0,1
40,8,3,13757,11,16,9,Non-Travel,Research & Development,Medical,Male,Research Director,Divorced,0,0
28,5,2,8463,18,6,5,Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,0,0
44,5,1,3162,14,7,5,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Single,0,0
53,2,4,16598,12,35,9,Travel_Rarely,Research & Development,Medical,Male,Research Director,Single,0,0
49,5,2,6651,14,20,3,Travel_Rarely,Research & Development,Technical Degree,Male,Healthcare Representative,Married,0,0
40,2,1,2345,14,8,3,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Divorced,0,0
44,20,1,3420,13,6,5,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,0,0
33,7,2,4373,14,5,4,Travel_Frequently,Sales,Medical,Male,Sales Executive,Married,0,0
34,3,2,4759,18,15,13,Travel_Rarely,Sales,Other,Male,Sales Executive,Single,0,0
30,16,2,5301,15,4,2,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,0,0
42,9,1,3673,13,12,12,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single,0,0
44,1,2,4768,12,11,1,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,0,0
30,7,1,1274,13,1,1,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Divorced,0,0
